PULocationID,PU_Borough,PU_Zone,hora_dia,total_viajes
143,Manhattan,Lincoln Square West,7,1736
143,Manhattan,Lincoln Square West,8,2752
143,Manhattan,Lincoln Square West,9,2572
143,Manhattan,Lincoln Square West,10,2291
143,Manhattan,Lincoln Square West,11,2137
143,Manhattan,Lincoln Square West,12,2319
143,Manhattan,Lincoln Square West,13,2202
143,Manhattan,Lincoln Square West,14,2274
143,Manhattan,Lincoln Square West,15,2383
143,Manhattan,Lincoln Square West,16,2229
143,Manhattan,Lincoln Square West,17,2421
143,Manhattan,Lincoln Square West,18,2688
143,Manhattan,Lincoln Square West,19,1793
143,Manhattan,Lincoln Square West,20,1229
143,Manhattan,Lincoln Square West,21,1253
143,Manhattan,Lincoln Square West,22,979
143,Manhattan,Lincoln Square West,23,572
144,Manhattan,Little Italy/NoLiTa,0,1909
144,Manhattan,Little Italy/NoLiTa,1,1856
144,Manhattan,Little Italy/NoLiTa,2,1612
144,Manhattan,Little Italy/NoLiTa,3,1083
144,Manhattan,Little Italy/NoLiTa,4,584
144,Manhattan,Little Italy/NoLiTa,5,69
144,Manhattan,Little Italy/NoLiTa,6,85
144,Manhattan,Little Italy/NoLiTa,7,216
144,Manhattan,Little Italy/NoLiTa,8,419
144,Manhattan,Little Italy/NoLiTa,9,372
144,Manhattan,Little Italy/NoLiTa,10,479
144,Manhattan,Little Italy/NoLiTa,11,749
144,Manhattan,Little Italy/NoLiTa,12,1049
144,Manhattan,Little Italy/NoLiTa,13,1375
144,Manhattan,Little Italy/NoLiTa,14,1709
144,Manhattan,Little Italy/NoLiTa,15,2028
144,Manhattan,Little Italy/NoLiTa,16,2316
144,Manhattan,Little Italy/NoLiTa,17,2475
144,Manhattan,Little Italy/NoLiTa,18,2474
144,Manhattan,Little Italy/NoLiTa,19,2250
144,Manhattan,Little Italy/NoLiTa,20,2065
144,Manhattan,Little Italy/NoLiTa,21,2153
144,Manhattan,Little Italy/NoLiTa,22,2126
144,Manhattan,Little Italy/NoLiTa,23,2021
145,Queens,Long Island City/Hunters Point,0,121
145,Queens,Long Island City/Hunters Point,1,77
145,Queens,Long Island City/Hunters Point,2,50
145,Queens,Long Island City/Hunters Point,3,27
145,Queens,Long Island City/Hunters Point,4,70
145,Queens,Long Island City/Hunters Point,5,50
145,Queens,Long Island City/Hunters Point,6,77
145,Queens,Long Island City/Hunters Point,7,78
145,Queens,Long Island City/Hunters Point,8,139
145,Queens,Long Island City/Hunters Point,9,129
145,Queens,Long Island City/Hunters Point,10,126
145,Queens,Long Island City/Hunters Point,11,131
145,Queens,Long Island City/Hunters Point,12,143
145,Queens,Long Island City/Hunters Point,13,113
145,Queens,Long Island City/Hunters Point,14,161
145,Queens,Long Island City/Hunters Point,15,117
145,Queens,Long Island City/Hunters Point,16,165
145,Queens,Long Island City/Hunters Point,17,200
145,Queens,Long Island City/Hunters Point,18,265
145,Queens,Long Island City/Hunters Point,19,148
145,Queens,Long Island City/Hunters Point,20,106
145,Queens,Long Island City/Hunters Point,21,100
145,Queens,Long Island City/Hunters Point,22,132
145,Queens,Long Island City/Hunters Point,23,150
146,Queens,Long Island City/Queens Plaza,0,39
146,Queens,Long Island City/Queens Plaza,1,47
146,Queens,Long Island City/Queens Plaza,2,22
146,Queens,Long Island City/Queens Plaza,3,25
146,Queens,Long Island City/Queens Plaza,4,29
146,Queens,Long Island City/Queens Plaza,5,17
146,Queens,Long Island City/Queens Plaza,6,104
146,Queens,Long Island City/Queens Plaza,7,95
146,Queens,Long Island City/Queens Plaza,8,66
146,Queens,Long Island City/Queens Plaza,9,69
146,Queens,Long Island City/Queens Plaza,10,81
146,Queens,Long Island City/Queens Plaza,11,56
146,Queens,Long Island City/Queens Plaza,12,63
146,Queens,Long Island City/Queens Plaza,13,71
146,Queens,Long Island City/Queens Plaza,14,71
146,Queens,Long Island City/Queens Plaza,15,83
146,Queens,Long Island City/Queens Plaza,16,73
146,Queens,Long Island City/Queens Plaza,17,92
146,Queens,Long Island City/Queens Plaza,18,101
146,Queens,Long Island City/Queens Plaza,19,71
146,Queens,Long Island City/Queens Plaza,20,59
146,Queens,Long Island City/Queens Plaza,21,45
146,Queens,Long Island City/Queens Plaza,22,59
146,Queens,Long Island City/Queens Plaza,23,67
147,Bronx,Longwood,0,3
147,Bronx,Longwood,1,1
147,Bronx,Longwood,2,3
147,Bronx,Longwood,3,3
147,Bronx,Longwood,4,6
147,Bronx,Longwood,5,9
147,Bronx,Longwood,6,13
147,Bronx,Longwood,7,24
147,Bronx,Longwood,8,21
147,Bronx,Longwood,9,11
147,Bronx,Longwood,10,11
147,Bronx,Longwood,11,6
147,Bronx,Longwood,12,10
147,Bronx,Longwood,13,10
147,Bronx,Longwood,14,15
147,Bronx,Longwood,15,8
147,Bronx,Longwood,16,8
147,Bronx,Longwood,17,10
147,Bronx,Longwood,18,2
147,Bronx,Longwood,19,3
147,Bronx,Longwood,20,6
147,Bronx,Longwood,21,3
147,Bronx,Longwood,22,7
147,Bronx,Longwood,23,6
148,Manhattan,Lower East Side,0,3546
148,Manhattan,Lower East Side,1,3763
148,Manhattan,Lower East Side,2,3268
148,Manhattan,Lower East Side,3,2186
148,Manhattan,Lower East Side,4,951
148,Manhattan,Lower East Side,5,155
148,Manhattan,Lower East Side,6,221
148,Manhattan,Lower East Side,7,429
148,Manhattan,Lower East Side,8,557
148,Manhattan,Lower East Side,9,501
148,Manhattan,Lower East Side,10,427
148,Manhattan,Lower East Side,11,498
148,Manhattan,Lower East Side,12,609
148,Manhattan,Lower East Side,13,757
148,Manhattan,Lower East Side,14,923
148,Manhattan,Lower East Side,15,986
148,Manhattan,Lower East Side,16,922
148,Manhattan,Lower East Side,17,1016
148,Manhattan,Lower East Side,18,1375
148,Manhattan,Lower East Side,19,1400
148,Manhattan,Lower East Side,20,1581
148,Manhattan,Lower East Side,21,1885
148,Manhattan,Lower East Side,22,2402
148,Manhattan,Lower East Side,23,2859
149,Brooklyn,Madison,0,3
149,Brooklyn,Madison,1,4
149,Brooklyn,Madison,2,3
149,Brooklyn,Madison,3,2
149,Brooklyn,Madison,4,2
149,Brooklyn,Madison,5,8
149,Brooklyn,Madison,6,24
149,Brooklyn,Madison,7,19
149,Brooklyn,Madison,8,28
149,Brooklyn,Madison,9,13
149,Brooklyn,Madison,10,16
149,Brooklyn,Madison,11,20
149,Brooklyn,Madison,12,16
149,Brooklyn,Madison,13,14
149,Brooklyn,Madison,14,13
149,Brooklyn,Madison,15,12
149,Brooklyn,Madison,16,9
149,Brooklyn,Madison,17,11
149,Brooklyn,Madison,18,5
149,Brooklyn,Madison,19,3
149,Brooklyn,Madison,20,6
149,Brooklyn,Madison,21,3
149,Brooklyn,Madison,22,6
149,Brooklyn,Madison,23,5
150,Brooklyn,Manhattan Beach,0,7
150,Brooklyn,Manhattan Beach,1,4
150,Brooklyn,Manhattan Beach,2,1
150,Brooklyn,Manhattan Beach,4,1
150,Brooklyn,Manhattan Beach,5,2
150,Brooklyn,Manhattan Beach,6,2
150,Brooklyn,Manhattan Beach,7,8
150,Brooklyn,Manhattan Beach,8,7
150,Brooklyn,Manhattan Beach,9,5
150,Brooklyn,Manhattan Beach,10,4
150,Brooklyn,Manhattan Beach,11,5
150,Brooklyn,Manhattan Beach,12,6
150,Brooklyn,Manhattan Beach,13,5
150,Brooklyn,Manhattan Beach,14,7
150,Brooklyn,Manhattan Beach,15,6
150,Brooklyn,Manhattan Beach,16,5
150,Brooklyn,Manhattan Beach,17,4
150,Brooklyn,Manhattan Beach,18,6
150,Brooklyn,Manhattan Beach,19,2
150,Brooklyn,Manhattan Beach,20,5
150,Brooklyn,Manhattan Beach,21,3
150,Brooklyn,Manhattan Beach,22,5
150,Brooklyn,Manhattan Beach,23,14
151,Manhattan,Manhattan Valley,0,220
151,Manhattan,Manhattan Valley,1,95
151,Manhattan,Manhattan Valley,2,59
151,Manhattan,Manhattan Valley,3,44
151,Manhattan,Manhattan Valley,4,72
151,Manhattan,Manhattan Valley,5,155
151,Manhattan,Manhattan Valley,6,489
151,Manhattan,Manhattan Valley,7,1327
151,Manhattan,Manhattan Valley,8,1707
151,Manhattan,Manhattan Valley,9,1598
151,Manhattan,Manhattan Valley,10,1647
151,Manhattan,Manhattan Valley,11,1646
151,Manhattan,Manhattan Valley,12,1694
151,Manhattan,Manhattan Valley,13,1732
151,Manhattan,Manhattan Valley,14,1688
151,Manhattan,Manhattan Valley,15,1676
151,Manhattan,Manhattan Valley,16,1586
151,Manhattan,Manhattan Valley,17,1742
151,Manhattan,Manhattan Valley,18,1799
151,Manhattan,Manhattan Valley,19,1217
151,Manhattan,Manhattan Valley,20,948
151,Manhattan,Manhattan Valley,21,630
151,Manhattan,Manhattan Valley,22,589
151,Manhattan,Manhattan Valley,23,333
152,Manhattan,Manhattanville,0,45
152,Manhattan,Manhattanville,1,23
152,Manhattan,Manhattanville,2,16
152,Manhattan,Manhattanville,3,4
152,Manhattan,Manhattanville,4,16
152,Manhattan,Manhattanville,5,15
152,Manhattan,Manhattanville,6,114
152,Manhattan,Manhattanville,7,168
152,Manhattan,Manhattanville,8,145
152,Manhattan,Manhattanville,9,114
152,Manhattan,Manhattanville,10,89
152,Manhattan,Manhattanville,11,75
152,Manhattan,Manhattanville,12,94
152,Manhattan,Manhattanville,13,104
152,Manhattan,Manhattanville,14,106
152,Manhattan,Manhattanville,15,144
152,Manhattan,Manhattanville,16,112
152,Manhattan,Manhattanville,17,196
152,Manhattan,Manhattanville,18,196
152,Manhattan,Manhattanville,19,136
152,Manhattan,Manhattanville,20,92
152,Manhattan,Manhattanville,21,65
152,Manhattan,Manhattanville,22,77
152,Manhattan,Manhattanville,23,80
153,Manhattan,Marble Hill,0,1
153,Manhattan,Marble Hill,3,1
153,Manhattan,Marble Hill,5,1
153,Manhattan,Marble Hill,6,1
153,Manhattan,Marble Hill,7,4
153,Manhattan,Marble Hill,8,3
153,Manhattan,Marble Hill,9,3
153,Manhattan,Marble Hill,10,1
153,Manhattan,Marble Hill,11,4
153,Manhattan,Marble Hill,12,7
153,Manhattan,Marble Hill,13,4
153,Manhattan,Marble Hill,14,5
153,Manhattan,Marble Hill,15,1
153,Manhattan,Marble Hill,16,2
153,Manhattan,Marble Hill,17,1
153,Manhattan,Marble Hill,18,3
153,Manhattan,Marble Hill,19,5
153,Manhattan,Marble Hill,20,1
153,Manhattan,Marble Hill,21,2
153,Manhattan,Marble Hill,22,3
153,Manhattan,Marble Hill,23,1
154,Brooklyn,Marine Park/Floyd Bennett Field,0,1
154,Brooklyn,Marine Park/Floyd Bennett Field,1,2
154,Brooklyn,Marine Park/Floyd Bennett Field,5,2
154,Brooklyn,Marine Park/Floyd Bennett Field,6,1
154,Brooklyn,Marine Park/Floyd Bennett Field,9,1
154,Brooklyn,Marine Park/Floyd Bennett Field,10,1
154,Brooklyn,Marine Park/Floyd Bennett Field,11,2
154,Brooklyn,Marine Park/Floyd Bennett Field,12,3
154,Brooklyn,Marine Park/Floyd Bennett Field,13,1
154,Brooklyn,Marine Park/Floyd Bennett Field,14,1
154,Brooklyn,Marine Park/Floyd Bennett Field,15,4
154,Brooklyn,Marine Park/Floyd Bennett Field,17,2
154,Brooklyn,Marine Park/Floyd Bennett Field,18,4
154,Brooklyn,Marine Park/Floyd Bennett Field,19,5
154,Brooklyn,Marine Park/Floyd Bennett Field,20,4
154,Brooklyn,Marine Park/Floyd Bennett Field,21,3
154,Brooklyn,Marine Park/Floyd Bennett Field,22,2
154,Brooklyn,Marine Park/Floyd Bennett Field,23,4
155,Brooklyn,Marine Park/Mill Basin,0,16
155,Brooklyn,Marine Park/Mill Basin,1,3
155,Brooklyn,Marine Park/Mill Basin,2,6
155,Brooklyn,Marine Park/Mill Basin,3,1
155,Brooklyn,Marine Park/Mill Basin,4,5
155,Brooklyn,Marine Park/Mill Basin,5,16
155,Brooklyn,Marine Park/Mill Basin,6,42
155,Brooklyn,Marine Park/Mill Basin,7,36
155,Brooklyn,Marine Park/Mill Basin,8,27
155,Brooklyn,Marine Park/Mill Basin,9,26
155,Brooklyn,Marine Park/Mill Basin,10,30
155,Brooklyn,Marine Park/Mill Basin,11,40
155,Brooklyn,Marine Park/Mill Basin,12,43
155,Brooklyn,Marine Park/Mill Basin,13,46
155,Brooklyn,Marine Park/Mill Basin,14,39
155,Brooklyn,Marine Park/Mill Basin,15,15
155,Brooklyn,Marine Park/Mill Basin,16,20
155,Brooklyn,Marine Park/Mill Basin,17,20
155,Brooklyn,Marine Park/Mill Basin,18,27
155,Brooklyn,Marine Park/Mill Basin,19,14
155,Brooklyn,Marine Park/Mill Basin,20,12
155,Brooklyn,Marine Park/Mill Basin,21,12
155,Brooklyn,Marine Park/Mill Basin,22,14
155,Brooklyn,Marine Park/Mill Basin,23,14
156,Staten Island,Mariners Harbor,6,1
156,Staten Island,Mariners Harbor,7,1
156,Staten Island,Mariners Harbor,10,1
156,Staten Island,Mariners Harbor,16,2
157,Queens,Maspeth,0,16
157,Queens,Maspeth,1,14
157,Queens,Maspeth,2,30
157,Queens,Maspeth,3,37
157,Queens,Maspeth,4,62
157,Queens,Maspeth,5,62
157,Queens,Maspeth,6,45
157,Queens,Maspeth,7,60
157,Queens,Maspeth,8,44
157,Queens,Maspeth,9,17
157,Queens,Maspeth,10,10
157,Queens,Maspeth,11,20
157,Queens,Maspeth,12,17
157,Queens,Maspeth,13,27
157,Queens,Maspeth,14,20
157,Queens,Maspeth,15,24
157,Queens,Maspeth,16,21
157,Queens,Maspeth,17,14
157,Queens,Maspeth,18,16
157,Queens,Maspeth,19,21
157,Queens,Maspeth,20,18
157,Queens,Maspeth,21,27
157,Queens,Maspeth,22,23
157,Queens,Maspeth,23,17
158,Manhattan,Meatpacking/West Village West,0,2065
158,Manhattan,Meatpacking/West Village West,1,1931
158,Manhattan,Meatpacking/West Village West,2,1444
158,Manhattan,Meatpacking/West Village West,3,704
158,Manhattan,Meatpacking/West Village West,4,182
158,Manhattan,Meatpacking/West Village West,5,59
158,Manhattan,Meatpacking/West Village West,6,224
158,Manhattan,Meatpacking/West Village West,7,561
158,Manhattan,Meatpacking/West Village West,8,935
158,Manhattan,Meatpacking/West Village West,9,683
158,Manhattan,Meatpacking/West Village West,10,664
158,Manhattan,Meatpacking/West Village West,11,704
158,Manhattan,Meatpacking/West Village West,12,935
158,Manhattan,Meatpacking/West Village West,13,1116
158,Manhattan,Meatpacking/West Village West,14,1247
158,Manhattan,Meatpacking/West Village West,15,1543
158,Manhattan,Meatpacking/West Village West,16,1537
158,Manhattan,Meatpacking/West Village West,17,1866
158,Manhattan,Meatpacking/West Village West,18,1874
158,Manhattan,Meatpacking/West Village West,19,1683
158,Manhattan,Meatpacking/West Village West,20,1781
158,Manhattan,Meatpacking/West Village West,21,2119
158,Manhattan,Meatpacking/West Village West,22,2110
158,Manhattan,Meatpacking/West Village West,23,2119
159,Bronx,Melrose South,0,15
159,Bronx,Melrose South,1,7
159,Bronx,Melrose South,2,1
159,Bronx,Melrose South,3,5
159,Bronx,Melrose South,4,10
159,Bronx,Melrose South,5,20
159,Bronx,Melrose South,6,53
159,Bronx,Melrose South,7,44
159,Bronx,Melrose South,8,38
159,Bronx,Melrose South,9,30
159,Bronx,Melrose South,10,26
159,Bronx,Melrose South,11,23
159,Bronx,Melrose South,12,26
159,Bronx,Melrose South,13,33
159,Bronx,Melrose South,14,41
159,Bronx,Melrose South,15,18
159,Bronx,Melrose South,16,25
159,Bronx,Melrose South,17,41
159,Bronx,Melrose South,18,33
159,Bronx,Melrose South,19,20
159,Bronx,Melrose South,20,12
159,Bronx,Melrose South,21,9
159,Bronx,Melrose South,22,20
159,Bronx,Melrose South,23,21
160,Queens,Middle Village,0,8
160,Queens,Middle Village,1,8
160,Queens,Middle Village,2,4
160,Queens,Middle Village,3,6
160,Queens,Middle Village,4,8
160,Queens,Middle Village,5,8
160,Queens,Middle Village,6,23
160,Queens,Middle Village,7,34
160,Queens,Middle Village,8,29
160,Queens,Middle Village,9,19
160,Queens,Middle Village,10,5
160,Queens,Middle Village,11,5
160,Queens,Middle Village,12,4
160,Queens,Middle Village,13,12
160,Queens,Middle Village,14,12
160,Queens,Middle Village,15,16
160,Queens,Middle Village,16,12
160,Queens,Middle Village,17,13
160,Queens,Middle Village,18,23
160,Queens,Middle Village,19,8
160,Queens,Middle Village,20,21
160,Queens,Middle Village,21,15
160,Queens,Middle Village,22,16
160,Queens,Middle Village,23,19
161,Manhattan,Midtown Center,0,1879
161,Manhattan,Midtown Center,1,832
161,Manhattan,Midtown Center,2,390
161,Manhattan,Midtown Center,3,218
161,Manhattan,Midtown Center,4,218
161,Manhattan,Midtown Center,5,289
161,Manhattan,Midtown Center,6,935
161,Manhattan,Midtown Center,7,1761
161,Manhattan,Midtown Center,8,3110
161,Manhattan,Midtown Center,9,4612
161,Manhattan,Midtown Center,10,5793
161,Manhattan,Midtown Center,11,7196
161,Manhattan,Midtown Center,12,8217
161,Manhattan,Midtown Center,13,9483
161,Manhattan,Midtown Center,14,10428
161,Manhattan,Midtown Center,15,10738
161,Manhattan,Midtown Center,16,12014
161,Manhattan,Midtown Center,17,15207
161,Manhattan,Midtown Center,18,16068
161,Manhattan,Midtown Center,19,12944
161,Manhattan,Midtown Center,20,12359
161,Manhattan,Midtown Center,21,11085
161,Manhattan,Midtown Center,22,7887
161,Manhattan,Midtown Center,23,3910
162,Manhattan,Midtown East,0,1214
162,Manhattan,Midtown East,1,620
162,Manhattan,Midtown East,2,271
162,Manhattan,Midtown East,3,187
162,Manhattan,Midtown East,4,179
162,Manhattan,Midtown East,5,482
162,Manhattan,Midtown East,6,1708
162,Manhattan,Midtown East,7,2893
162,Manhattan,Midtown East,8,4286
162,Manhattan,Midtown East,9,4708
162,Manhattan,Midtown East,10,4922
162,Manhattan,Midtown East,11,5746
162,Manhattan,Midtown East,12,6057
162,Manhattan,Midtown East,13,5979
162,Manhattan,Midtown East,14,5993
162,Manhattan,Midtown East,15,6420
162,Manhattan,Midtown East,16,7416
162,Manhattan,Midtown East,17,10280
162,Manhattan,Midtown East,18,11411
162,Manhattan,Midtown East,19,8642
162,Manhattan,Midtown East,20,7556
162,Manhattan,Midtown East,21,6207
162,Manhattan,Midtown East,22,4130
162,Manhattan,Midtown East,23,2297
163,Manhattan,Midtown North,0,1417
163,Manhattan,Midtown North,1,733
163,Manhattan,Midtown North,2,412
163,Manhattan,Midtown North,3,212
163,Manhattan,Midtown North,4,219
163,Manhattan,Midtown North,5,283
163,Manhattan,Midtown North,6,519
163,Manhattan,Midtown North,7,1366
163,Manhattan,Midtown North,8,2156
163,Manhattan,Midtown North,9,2806
163,Manhattan,Midtown North,10,3667
163,Manhattan,Midtown North,11,4643
163,Manhattan,Midtown North,12,5036
163,Manhattan,Midtown North,13,5558
163,Manhattan,Midtown North,14,6130
163,Manhattan,Midtown North,15,6083
163,Manhattan,Midtown North,16,6291
163,Manhattan,Midtown North,17,7451
163,Manhattan,Midtown North,18,8173
163,Manhattan,Midtown North,19,6446
163,Manhattan,Midtown North,20,5568
163,Manhattan,Midtown North,21,5709
163,Manhattan,Midtown North,22,5162
163,Manhattan,Midtown North,23,2851
164,Manhattan,Midtown South,0,2154
164,Manhattan,Midtown South,1,1442
164,Manhattan,Midtown South,2,863
164,Manhattan,Midtown South,3,552
164,Manhattan,Midtown South,4,436
164,Manhattan,Midtown South,5,294
164,Manhattan,Midtown South,6,447
164,Manhattan,Midtown South,7,1035
164,Manhattan,Midtown South,8,1984
164,Manhattan,Midtown South,9,2191
164,Manhattan,Midtown South,10,2524
164,Manhattan,Midtown South,11,3018
164,Manhattan,Midtown South,12,3270
164,Manhattan,Midtown South,13,3541
164,Manhattan,Midtown South,14,3904
164,Manhattan,Midtown South,15,3821
164,Manhattan,Midtown South,16,3951
164,Manhattan,Midtown South,17,5295
164,Manhattan,Midtown South,18,6013
164,Manhattan,Midtown South,19,5320
164,Manhattan,Midtown South,20,4669
164,Manhattan,Midtown South,21,4872
164,Manhattan,Midtown South,22,4535
164,Manhattan,Midtown South,23,3164
165,Brooklyn,Midwood,0,7
165,Brooklyn,Midwood,1,4
165,Brooklyn,Midwood,2,4
165,Brooklyn,Midwood,3,1
165,Brooklyn,Midwood,4,4
165,Brooklyn,Midwood,5,5
165,Brooklyn,Midwood,6,30
165,Brooklyn,Midwood,7,46
165,Brooklyn,Midwood,8,55
165,Brooklyn,Midwood,9,41
165,Brooklyn,Midwood,10,33
165,Brooklyn,Midwood,11,36
165,Brooklyn,Midwood,12,37
165,Brooklyn,Midwood,13,33
165,Brooklyn,Midwood,14,42
165,Brooklyn,Midwood,15,36
165,Brooklyn,Midwood,16,22
165,Brooklyn,Midwood,17,21
165,Brooklyn,Midwood,18,16
165,Brooklyn,Midwood,19,8
165,Brooklyn,Midwood,20,10
165,Brooklyn,Midwood,21,4
165,Brooklyn,Midwood,22,6
165,Brooklyn,Midwood,23,4
166,Manhattan,Morningside Heights,0,172
166,Manhattan,Morningside Heights,1,69
166,Manhattan,Morningside Heights,2,55
166,Manhattan,Morningside Heights,3,30
166,Manhattan,Morningside Heights,4,46
166,Manhattan,Morningside Heights,5,82
166,Manhattan,Morningside Heights,6,191
166,Manhattan,Morningside Heights,7,554
166,Manhattan,Morningside Heights,8,794
166,Manhattan,Morningside Heights,9,688
166,Manhattan,Morningside Heights,10,674
166,Manhattan,Morningside Heights,11,748
166,Manhattan,Morningside Heights,12,878
166,Manhattan,Morningside Heights,13,837
166,Manhattan,Morningside Heights,14,798
166,Manhattan,Morningside Heights,15,988
166,Manhattan,Morningside Heights,16,972
166,Manhattan,Morningside Heights,17,1398
166,Manhattan,Morningside Heights,18,1250
166,Manhattan,Morningside Heights,19,930
166,Manhattan,Morningside Heights,20,713
166,Manhattan,Morningside Heights,21,574
166,Manhattan,Morningside Heights,22,434
166,Manhattan,Morningside Heights,23,335
167,Bronx,Morrisania/Melrose,0,3
167,Bronx,Morrisania/Melrose,1,4
167,Bronx,Morrisania/Melrose,2,1
167,Bronx,Morrisania/Melrose,3,5
167,Bronx,Morrisania/Melrose,4,13
167,Bronx,Morrisania/Melrose,5,31
167,Bronx,Morrisania/Melrose,6,45
167,Bronx,Morrisania/Melrose,7,66
167,Bronx,Morrisania/Melrose,8,46
167,Bronx,Morrisania/Melrose,9,23
167,Bronx,Morrisania/Melrose,10,21
167,Bronx,Morrisania/Melrose,11,18
167,Bronx,Morrisania/Melrose,12,25
167,Bronx,Morrisania/Melrose,13,21
167,Bronx,Morrisania/Melrose,14,19
167,Bronx,Morrisania/Melrose,15,22
167,Bronx,Morrisania/Melrose,16,3
167,Bronx,Morrisania/Melrose,17,10
167,Bronx,Morrisania/Melrose,18,6
167,Bronx,Morrisania/Melrose,19,7
167,Bronx,Morrisania/Melrose,20,4
167,Bronx,Morrisania/Melrose,21,7
167,Bronx,Morrisania/Melrose,22,13
167,Bronx,Morrisania/Melrose,23,5
168,Bronx,Mott Haven/Port Morris,0,47
168,Bronx,Mott Haven/Port Morris,1,8
168,Bronx,Mott Haven/Port Morris,2,13
168,Bronx,Mott Haven/Port Morris,3,19
168,Bronx,Mott Haven/Port Morris,4,30
168,Bronx,Mott Haven/Port Morris,5,42
168,Bronx,Mott Haven/Port Morris,6,55
168,Bronx,Mott Haven/Port Morris,7,111
168,Bronx,Mott Haven/Port Morris,8,81
168,Bronx,Mott Haven/Port Morris,9,46
168,Bronx,Mott Haven/Port Morris,10,50
168,Bronx,Mott Haven/Port Morris,11,41
168,Bronx,Mott Haven/Port Morris,12,42
168,Bronx,Mott Haven/Port Morris,13,48
168,Bronx,Mott Haven/Port Morris,14,69
168,Bronx,Mott Haven/Port Morris,15,51
168,Bronx,Mott Haven/Port Morris,16,67
168,Bronx,Mott Haven/Port Morris,17,81
168,Bronx,Mott Haven/Port Morris,18,58
168,Bronx,Mott Haven/Port Morris,19,32
168,Bronx,Mott Haven/Port Morris,20,37
168,Bronx,Mott Haven/Port Morris,21,25
168,Bronx,Mott Haven/Port Morris,22,37
168,Bronx,Mott Haven/Port Morris,23,57
169,Bronx,Mount Hope,0,6
169,Bronx,Mount Hope,1,7
169,Bronx,Mount Hope,2,4
169,Bronx,Mount Hope,3,5
169,Bronx,Mount Hope,4,6
169,Bronx,Mount Hope,5,11
169,Bronx,Mount Hope,6,34
169,Bronx,Mount Hope,7,55
169,Bronx,Mount Hope,8,44
169,Bronx,Mount Hope,9,15
169,Bronx,Mount Hope,10,24
169,Bronx,Mount Hope,11,14
169,Bronx,Mount Hope,12,16
169,Bronx,Mount Hope,13,18
169,Bronx,Mount Hope,14,25
169,Bronx,Mount Hope,15,16
169,Bronx,Mount Hope,16,11
169,Bronx,Mount Hope,17,12
169,Bronx,Mount Hope,18,8
169,Bronx,Mount Hope,19,9
169,Bronx,Mount Hope,20,4
169,Bronx,Mount Hope,21,1
169,Bronx,Mount Hope,22,10
169,Bronx,Mount Hope,23,10
170,Manhattan,Murray Hill,0,1500
170,Manhattan,Murray Hill,1,892
170,Manhattan,Murray Hill,2,514
170,Manhattan,Murray Hill,3,289
170,Manhattan,Murray Hill,4,263
170,Manhattan,Murray Hill,5,366
170,Manhattan,Murray Hill,6,1004
170,Manhattan,Murray Hill,7,2253
170,Manhattan,Murray Hill,8,3678
170,Manhattan,Murray Hill,9,4099
170,Manhattan,Murray Hill,10,4422
170,Manhattan,Murray Hill,11,4729
170,Manhattan,Murray Hill,12,5000
170,Manhattan,Murray Hill,13,5291
170,Manhattan,Murray Hill,14,5449
170,Manhattan,Murray Hill,15,5290
170,Manhattan,Murray Hill,16,5911
170,Manhattan,Murray Hill,17,6867
170,Manhattan,Murray Hill,18,7442
170,Manhattan,Murray Hill,19,6300
170,Manhattan,Murray Hill,20,5214
170,Manhattan,Murray Hill,21,4567
170,Manhattan,Murray Hill,22,3751
170,Manhattan,Murray Hill,23,2520
171,Queens,Murray Hill-Queens,0,6
171,Queens,Murray Hill-Queens,1,2
171,Queens,Murray Hill-Queens,2,5
171,Queens,Murray Hill-Queens,3,2
171,Queens,Murray Hill-Queens,4,3
171,Queens,Murray Hill-Queens,5,1
171,Queens,Murray Hill-Queens,6,4
171,Queens,Murray Hill-Queens,7,17
171,Queens,Murray Hill-Queens,8,25
171,Queens,Murray Hill-Queens,9,4
171,Queens,Murray Hill-Queens,10,8
171,Queens,Murray Hill-Queens,11,6
171,Queens,Murray Hill-Queens,12,7
171,Queens,Murray Hill-Queens,13,4
171,Queens,Murray Hill-Queens,14,5
171,Queens,Murray Hill-Queens,15,5
171,Queens,Murray Hill-Queens,16,5
171,Queens,Murray Hill-Queens,17,3
171,Queens,Murray Hill-Queens,18,2
171,Queens,Murray Hill-Queens,19,6
171,Queens,Murray Hill-Queens,20,2
171,Queens,Murray Hill-Queens,21,7
171,Queens,Murray Hill-Queens,22,12
171,Queens,Murray Hill-Queens,23,10
172,Staten Island,New Dorp/Midland Beach,0,1
172,Staten Island,New Dorp/Midland Beach,1,1
172,Staten Island,New Dorp/Midland Beach,3,1
172,Staten Island,New Dorp/Midland Beach,5,1
172,Staten Island,New Dorp/Midland Beach,6,2
172,Staten Island,New Dorp/Midland Beach,8,4
173,Queens,North Corona,0,15
173,Queens,North Corona,1,11
173,Queens,North Corona,2,9
173,Queens,North Corona,3,4
173,Queens,North Corona,4,12
173,Queens,North Corona,5,11
173,Queens,North Corona,6,20
173,Queens,North Corona,7,18
173,Queens,North Corona,8,22
173,Queens,North Corona,9,10
173,Queens,North Corona,10,5
173,Queens,North Corona,11,13
173,Queens,North Corona,12,6
173,Queens,North Corona,13,8
173,Queens,North Corona,14,9
173,Queens,North Corona,15,6
173,Queens,North Corona,16,4
173,Queens,North Corona,17,14
173,Queens,North Corona,18,17
